start,end,text,duration_minutes,encoded_text
3384717,3413762,"to not have an awful lot to say there, but what can you say after Brazil's performance?A little bit more to say than maybe he wanted, but he wanted to get back to his team and prepare them to start set number three.He's got to find that magic.Whatever they had in the beginning of set number one, to get out to that early 3-0 lead, those two three-point leads that they had in set number one, it's kind of escaped them, but Brazil really found themselves in every aspect of the game.",0.4840833333333333,"Brazil started strong with a 3-0 lead and held multiple three-point advantages in the first set, but their performance has since waned, leaving Philippe Blaine searching for answers to get his team back on track entering set number three."
3414316,3441541,"and has been playing very strong ever since.They have been whispers around the world of volleyball.I mean, it's not just you and me, Matt.There's a little whiff of Brazil, perhaps not being where they once were after that quarterfinal exit in the volleyball nation's league and the Japan on the upswing, but this doesn't look like a meeting of one team on the way up and one team on the way down to me.",0.45375,"Brazil has been playing strongly since their early lead, showcasing their resurgence on the court. There are whispers around the world about their performance, with some speculating that they may not be as dominant as before after their quarterfinal exit in the volleyball nation's league and Japan's rise. However, this match doesn't appear to be a case of one team on the upswing and another on the decline; instead, it seems like two evenly matched teams are facing off against each other."
3441561,3465319,"No, it certainly doesn't.I mean, Brazil has responded.And especially after being down two games to Nunn, to Cuba, and coming back to win the next three.To a good position here.Yeah, that really has given them a jolt.Four sets they've won in a row, and they'll be well on course for five here, you would think.Fernando gets them back in system.Again, defensively really good from Rantaka, Hashid Nishida.",0.3959666666666666,"Brazil responded strongly after being down 2-0 in the previous matches, including against Cuba, by winning the next three sets and now leads in this match with four consecutive set wins, putting themselves in a great position to win five sets. Fernando helped get Brazil back on track, while Rantaka and Hashid Nishida were impressive defensively."
3465339,3485663,"No, that's going to go out.Well, if they can get their outside hitters firing, they've got a chance.They need Nishida, we've been saying it all match long.He had a great start, was very quiet in set number two.But that could be a good sign, especially the sign that Japan needs here in set three.",0.3387333333333334,"Brazil's attack attempt goes out, but they're hoping to get their outside hitters going to have a chance at winning. They're relying on Hashid Nishida, who had a strong start to the match and then went quiet in the second set; his recent silence could be a positive sign for Japan as they try to turn things around in set three."
3492554,3507903,"Haven't seen much of a big old Felipe Roque so far.Number 21 for Brazil.Oh, nice fake, but they don't buy the fake.That's good defending from Japan, and they're going to need to do some more though, and they can't get it.Can't get it.",0.2558166666666667,"Brazil's Felipe Roque had a quiet start to this part of the match, with number 21 making little impact so far. Despite trying to create something with a nice fake, Japan's defense held strong, successfully defending against Brazil's attack and not falling for the deception."
3513209,3540048,"Lucas just so long.Look where Fernando set that ball from.All in the way, nearly at the sideline.What is it about?What is it about Lucas?Everyone keeps saying, well, he's going to start to, his skills will start to erode at some point.He's 36.There's no sign of it at all.Yeah, Nishida gets the better there of Leal, who didn't really have much of an opportunity to do much about that.",0.4473166666666666,"Lucas made a long pass and Fernando set the ball from behind the sideline, nearly touching the boundary line. Lucas has been showing no signs of decline despite being 36 years old, contrary to expectations. Meanwhile, Nishida outplayed Leal in a defensive play, limiting Leal's options."
3540949,3562055,"Leal so far inside to start that block move, and then he goes wide like that.Takes one right off the forehead.Nishida drills it, it's another nice ace.Perfect.And Nishida off to a very hot start here in set number three.",0.3517666666666666,"Nishida served an ace after Leal attempted to block the serve, with the ball hitting him directly on the forehead. This marks a strong start for Nishida in set number three, building on his momentum from earlier."
3562415,3582934,"Two kills and a service ace.Yesotales just look at that and say, ah, no, he's got another one.And they do come in bunches with Eugene Nishida.He won't hold back on this one.Drilled it.Really nice pick up that.",0.3419833333333333,"Eugene Nishida had a strong showing, racking up multiple kills and a service ace, making it look easy and effortless. He continued his hot streak, adding another kill to his total, with the opposing team struggling to respond effectively."
3584095,3604924,"The crosscourt from Wallace doesn't work.And Chicago goes for a bit of finesse, a bit of football from Fernando, but no.They're not going to let him have that.Got to appreciate the effort there from Fernando.Got the ball up on that first contact, but watch it go straight into Wallace's chest that has to go over.",0.34715,"Chicago attempted a crosscourt pass, which was unsuccessful. They then tried a more finesse-driven play involving Fernando, but Chicago wouldn't let him get away with it. Despite Fernando getting the ball up on the first contact, his shot was blocked by Wallace, who caught it in his chest and easily sent it back over."
3604964,3625737,"Fernando's got to work on his football skills a little bit.Listen, if you're Brazilian, you know how to use your feet.That's a given.They made a fast start in set one.Got picked back.What Brazil need is a side out.",0.3462166666666667,"Fernando had trouble with the volleyball play and it was straight into Wallace's chest, then Brazil struggled after their initial strong start in set one, failing to maintain their momentum, and are now seeking a way to get the ball back into play."
3625958,3650383,"Get this guy out of the service rotation.Get him out of there.Tales picks that up.It's a really nice pass.Fernando goes back side with the set and Wallace finishes the job.Really, really good pass from Tales.Oh, it was an amazing pass.And then this swing from Wallace just placing it precisely right down the line for that point in a much needed side out for Brazil.",0.4070833333333333,"Brazil made a key change by removing Fernando from the service rotation, and Tales responded with a great pass to help turn the momentum around. Fernando then set the ball backside and Wallace finished the play with a well-placed attack down the line, securing a crucial side out point for Brazil."
3666800,3678855,"Lucas as that sent back and then it's taken off the block and away in Japan, resolutely trying to dig in here.All smiles from Sekita as Onodara takes care of business here.",0.2009166666666666,"Brazil's attack is blocked by Japan, but they quickly transition into a counter-attack with Lucas' pass being successfully dug out by Sekita, who then sets up Onodara for the point."
3689848,3710004,Ishikawa.Wallace de Souza.,0.3359333333333333,"Ishikawa and Wallace de Souza team up to make a play, working together to try and get the ball over the net and into Japan's court."
3715071,3735908,"Nice, the angle served there.Ryan Takahashi runs into the block.He'll have another go here.The containing block is there.He gets the better of it, but Wallace is there to keep it alive.Luka Relly sets it up and lay it off.Takes it off and Ishida's attempted dig.Ishida in retrospect, maybe should have left that alone, but...It's his touch, sends it out, and they back come Brazil.",0.3472833333333333,"Ryan Takahashi serves the ball with an angle, which is blocked by a Brazilian player. Takahashi tries again, this time successfully setting up a containing block. Wallace keeps the ball alive, leading to Luka Relly setting it up for Ishida's attempted dig. However, Ishida ends up touching the ball and sending it out of bounds, allowing Brazil to counter-attack."
3736569,3759460,Wallace doing a great job to keep this ball alive in the set from Luccarelli to his teammate.They all get that point.Pretty sure that was dropping in there anyway.He had to try and make a play at it.Wallace.down the line to Takahashi Nishida is wiped out.,0.3815166666666666,"Wallace successfully kept the ball alive by retrieving a set from Luccarelli, allowing his team to score a point. The ball was likely going in anyway, but Wallace's efforts were still crucial in making the play. In the subsequent sequence, he down the line to Takahashi and Nishida got wiped out as a result."
3759540,3781791,Absolutely wiped out.Was that Flavio?Was it Luccarelli?Brazil don't care.They'll take another stuff block.Leal with the right hand.Keeping it over just long enough to get that block point.It's going to take blocks now for Brazil.,0.37085,"After Nishida was wiped out, Brazil secured a block point through Leal's effective play, using his right hand to keep the ball in play just long enough to earn the block. This crucial play shifted the momentum in favor of Brazil, putting pressure on their opponents to find ways to counterattack and score."
3784054,3806325,"I think he's put too much on that.Yeah, around Takahashi.Sends that too deep.Well, they've made the strong start, but they've been overhauled by Brazil already here in Japan.",0.3711833333333333,"Brazil has taken control of the game, making a strong comeback after a poor start from their opponents. A serve went out too far, giving Brazil an opportunity to capitalize on the mistake and take the lead."
3811537,3838776,"We have to find solution of it, huh?Okay?Sometime or so, using push or, huh?You can use many things, working with, huh?There you go.But we don't forget fight, also.We don't play so much, so we can go, we can go, but we don't fight.",0.4539833333333333,The team is struggling to find a solution to their current situation and are considering using different tactics or strategies to turn things around. They realize that they need to work together effectively to achieve their goals and remember the importance of fighting hard for every play.
3853775,3875257,"Off the timeout.Here comes Wallace, Brazil 6-5.Serving Yamamoto.Sent back side, Nishida takes it off the block.Side out.Lael knows he's very close to getting a block on Nishida.But you can see him reach back in and Nishida just targets the forearm and goes out of bounds.",0.3580333333333333,"As play resumed after the timeout, Wallace from Brazil served the ball to Yamamoto, who sent it backside to Nishida. Nishida successfully blocked the attack, resulting in a side out. Lael was close to getting a block on Nishida but ended up reaching and giving away possession as Nishida targeted his forearm and went out of bounds."
3878380,3899872,"As you say, he knows.That's a couple of inches.And he's got himself another block point.Fine margins, always is in this game.That's a pretty soft serve coming in from Onadira, who's got underneath that somehow, that is some rescue.And then nothing doing there for Takahashi, who's denied at the baseline, and then a block.",0.3582,"Nishida gets another block point with fine margins as he reaches back to block Takahashi. Onadira makes a remarkable rescue on the ensuing serve, and then Takahashi is denied again at the baseline before being blocked out of bounds."
3900433,3918923,"Oh, it's gone out, it's spun away from Yamachi, thought he'd got himself a block point there, and it just took that wicked spin off court.Leal scoring his 13th point of the match and he is not showing any signs of slowing down.Taking swing after swing, scoring points for his side.",0.3081666666666666,"Leal scored his 13th point of the match with a successful shot that spun away from Yamachi's attempt to block it, showcasing his impressive skills. Since then, Leal has continued to dominate on the court, taking multiple swings and scoring more points for his team without showing any signs of fatigue."
3927152,3947670,"Leal, some of a zinger, nicely collected, Brian Takahashi.No winner for him, but always kind of swing at that.Would you believe it?You know, Andy Leal from a mile back.And now Brazil will look to transition.Set it up on the inside.Brilliant from Ishikawa back.He can't keep it in play.And they're just being...",0.3419666666666667,"Leal continued his strong performance with another impressive attack, this time foiled by Takahashi's block attempt. The ball was then picked up and Brazil attempted to transition into a counter-attack, but Ishikawa's attempt to set the ball went out of bounds, ending their scoring chance."
3948528,3973050,"Overworked here, Japan.I mean, so strong defensively, but Brazil just keeps sending the heavy hitters out there, Adam.Well, Leal wanted that one and Fernando knows who the hot hitter is.He's setting Leal.No matter where he is on the court, he's taking a swing at it.",0.4086999999999999,"Brazil continues to test Japan's defense, with Adam being overworked due to Brazil's strong offense. In response, Leal takes a shot, which is set up by Fernando."
3983408,4008985,"That's a tough one for Sekita to deal with, yeah.We'll do this one again.That's good to see the referee taking responsibility of that.I'm sorry guys, can we do this one again please?bit quick on the whistle, wanted to call the double, but realized that Lukarelli was playing it back to his own side.",0.4262833333333333,"Sekita struggled to handle a difficult play, and the referee decided to replay the point after initially calling it too quickly."
4009908,4017111,"Players don't mind that.Everybody makes a mistake.He put his hands up, said, yeah, that's on me, and everyone's just going to get on with it.",0.12005,"The referee made an initial mistake but took responsibility for the error, acknowledging it was their fault and moving on from the incident without any issues or complaints from the players."
4035333,4046727,"Leal at 86 into the net.Just trying to stick around here, Japan, and service errors will help.",0.1899,"Japan's Leal hit a shot at 86 into the net, giving their opponents another chance to score. The team is looking to capitalize on this mistake and hopes that any subsequent service errors from Japan will aid in their quest for points."
4058823,4078296,"Tales with a perfect service reception.No winner there though for Flavio.This time they've contained that in comes Ishikawa.Does he catch the line?And the answer to that is no, he does not.Well, Ishikawa missed that opportunity.Flavio reaches to the right side and Ishikawa misses to the wrist away.",0.32455,"Flavio receives a perfect serve from Tales without hitting it out of bounds, then sends the ball to Ishikawa who tries to hit a shot along the line but ends up missing it, allowing Flavio to reach for the rebound on the right side and Ishikawa to miss the block attempt."
4079838,4090813,"You're playing Brazil.Those are the kind of shots you've got to have.Flavio serving Yamamoto, an easy take for him and an easy put away for Yamachi, uncontested.",0.1829166666666666,"Flavio serves to Yamamoto, who easily receives it and puts it away with Yamachi making no attempt to block the shot, resulting in an uncontested point for Yamamoto."
4102929,4123758,"Japan not utilizing their middles a lot in this match so it's good to see them get a point here and there.Again, really nice pick up there from Lukarelli, who will get third touch on this.Ooh, did that take anything on the way through?They're saying no, and immediately Lukas is saying, you challenged that.Lukas had big eyes on that.",0.34715,"Japan's middles were not getting much play earlier in the match, but they managed to snag a point here. A nice pick-up by Lukarelli led to a third touch for Japan, which was initially thought to be clean through, but then challenged and ruled not to have been touched on its way through."
4125359,4146739,"Yeah, as soon as the challenge came in, Japan admitted to the touch.We'll see the replay here, but right there off the pinky.Yeah, Yamachi saying, yeah, that's on me.Fernando.",0.3563333333333333,"Japan initially challenged a play, but after reviewing it, they admitted that the ball did indeed touch one of their players, likely Yamachi, who took responsibility for the touch and acknowledged it with a nod to Fernando."
4146759,4161401,10-8 Brazil.He's mixing his serves up.Sakita sends it over to Ishikawa.That's picked up by Fernando down the line.This will be Luccarelli looking at this one.And I think he's overheated that one.That goes wide.,0.2440333333333333,"Brazil took the point, now leading 10-8. Sakita served to Ishikawa, who passed it to Fernando, who returned it with a strong shot. Luccarelli then tried to attack the ball but hit it long and out of bounds, allowing Brazil to score another point."
4167070,4185718,"Luccarelli just missing the sideline there as well.There's just enough misses and service errors from Brazil to keep Japan within touching distance here.But then Yamachi has got to make sure his serves go in, especially when it's as soft as that.",0.3108,"Brazil continues to commit errors, including a close miss by Luccarelli, allowing Japan to stay close. Meanwhile, Yamachi needs to improve his serve, particularly on softer shots."
4187500,4208184,"And he doesn't need anyone to tell him that.Lukarelli then, 11-9.Got to be side out Japan.Just got to dig in here.Stay close, Sekita under.Intense pressure feeds Nishida and that won't drop their weight.",0.3447333333333333,"Lukarelli scores a point for Brazil, making it 11-9. Japan is now under intense pressure to win the next point, with Sekita serving and Nishida receiving."
4209425,4228386,"Well, it was all service reception.The pass was not perfect.Sekita did well just to give Nishida any kind of play at all, but the defenders were just lining up.Yeah, Leal finally getting that one off of Nishida that he missed earlier.And Sekita a little frustrated with this setting location there after that play was over.",0.3160166666666666,"Sekita struggled to make a perfect pass, making it difficult for Nishida to get into position. The Japanese defenders were well-positioned to receive the attack, but Leal eventually managed to get a kill off of Nishida's previous missed opportunity, leaving Sekita slightly frustrated after the play."
4230205,4250432,"Luccarelli at 12-9 Brazil.Takahashi picking that one up.Now, has Nishida got that?No, he hasn't.He hasn't.I think this match has just gone away from Japan, just in these last two points.Just a little off the net.",0.3371166666666667,"Takahashi successfully received Luccarelli's serve at 12-9 in favor of Brazil. Nishida struggled to return the subsequent attack, with the Japanese team falling behind due to consecutive points. The match seemed to slip away from Japan as they failed to capitalize on their opportunities and were narrowly kept alive by Takahashi's reception."
4250492,4270635,"Nishida trying to make something of it, but just misses the inline.Nishida out.Kento Miara in for Japan.Lukarelli serving at 13-9, desperately needed side out here for Japan.",0.3357166666666666,"Nishida attempted a play but missed the mark, resulting in him being taken out and replaced by Kento Miara for Japan. With Brazil leading 13-9, Lukarelli is now serving and Japan urgently needs to get a point to stay in the game."
4270655,4290216,"Two of them going for that one.Yamamoto setting from way, way, way back and Fernando sets up the pipe attack and that is just drilled by Lukarelli.And again, Japan in disarray on their service reception and they've paid for it.Lukarelli just hammers that ball into that open seam.",0.3260166666666667,"Lukarelli successfully executed a pipe attack after Yamamoto's deep setting pass, with Fernando setting him up to drill the ball into an open seam, scoring a crucial point for Japan. This was the result of poor service reception by Japan, who struggled to return the serve and paid the price as Lukarelli capitalized on their mistake."
4304219,4321040,"Lukareli serving Yamamoto.Sekita has to move around a little bit.Miara has to take a very, very clever swing at that because the blockers were lining up to send that back and he's been very creative with his swing.Yeah, nice off-speed shot there from the opposite that just came in.",0.28035,"Sekita had to quickly adjust to Lukarelli's serve, which went to Yamamoto. Miara then took a clever swing to deflect the block attempt by the blockers, using an off-speed shot to successfully receive the ball."
4325346,4341659,"Brunos living every point there, isn't he, on the bench?So Miara opening his account off the bench.That's all he's going to have for his tally after he comes up with a service error.Brazil with such a comfortable lead here.",0.2718833333333333,"Miara came off the bench and scored his first point of the match, but it was short-lived as he committed a service error, leaving him with just one point. Meanwhile, Brunos is energized by every point, cheering enthusiastically from the sidelines as Brazil takes a comfortable lead."
4357661,4369899,"Clever.Nishikawa.Yeah, very clever indeed, Nick.Nishikawa changing up the pace.Placing it precisely past the block of Wallace.",0.2039666666666666,"Nishikawa made a smart play by changing the tempo and placing the ball precisely past Brazil's blocker, Wallace."
4377855,4397738,"Well, how they would like a couple of aces here from Yuki Ishikawa.For now, there's got some work to do there.not the greatest of service receptions, and can they get themselves out of it?They can because he lay out, you know, and lay out with great touch and depth on that swing.Just lay out having a match.That's his 16th point.",0.3313833333333333,"Yuki Ishikawa served several aces but the team struggled to return serves, including one particular reception. However, they managed to get out of trouble thanks to Ishikawa's impressive play, including a well-executed swing that earned him his 16th point and helped turn the match in their favor."
4398500,4420031,"And finally showing that he can change the pace up a little bit and still be effective.Wallace.Talis has got that off the floor somehow.Goodness only knows how.Oh, that is a perfect push.",0.35885,"Talis managed to retrieve a difficult play and Wallace was able to make a great push on the ball, showing his ability to change the pace of the game while still being effective."
4420051,4435915,"Luke Corelli.Goodness me.It's your fans' blockers deciding not to let's lay all their hands out.Luke Corelli, excuse me.Everything going the way of Brazil now?That's OK.",0.2644,"As Luke Corelli tried to attack, the Brazilian team's blockers surprised everyone by using all their might to stop him, with their fans cheering them on; despite the initial shock, the Brazilian team continued to dominate the game as everything went in their favor."
4444484,4465928,"You can see from the body language, he knows this.There's no way back from this.Six point deficit here in set number three.Brazil really playing some strong volleyball.Until Yoandil Leal, who had that last point, not look great as I incorrectly picked up.You said it earlier, he's just having one of those games.",0.3574,"Brazil has taken control of the match, building a six-point lead in set three with their strong volleyball. The momentum seems insurmountable for Luke Corelli and his team, with Yoandil Leal contributing to Brazil's recent success despite having an off game overall."
4465989,4487009,"I mean, he's seeing everything big and slow and everything he's attempting.It just happens like that somehow for you as a player.Everything drops into place and it really has been working for Yoandil Leal today and the last 10 points.I mean, it's been a wipeout.Yeah, Brazil, behind the efforts of Leal, really up their level, just firing on all cylinders.",0.3503333333333333,"Brazil continued to dominate, with Yoandil Leal's hot streak continuing as he saw everything big and slow, executing his attempts effectively. The last 10 points have been a wipeout for the opposing team, with Brazil firing on all cylinders behind Leal's strong performance."
4487049,4512181,"Everybody has contributed.with stood the pressure from the inline for Japan and come right back with their own.By Patak.Drilled that, Thales.By Ishikawa, who will actually come through the net, just to make sure that the Brazil libero is okay.",0.4188666666666666,"Brazil responded well to the pressure from Japan, countering with a strong performance of their own, thanks in part to contributions from players like Patak and Thales, while Ishikawa's attack ended up going into the net, also allowing Brazil's libero to recover safely."
4512562,4532929,"He is.What are the dangers ofStanding that close.Tal is getting that one right off of the chin.He's going to take a second just to gather himself.But smiles all around.Yeah, he's OK. Part of the game.",0.33945,"A player for Japan stood too close to his opponent and got hit in the face with the volleyball. He took a moment to recover but ended up smiling and appearing okay after the brief encounter, which is just part of the physicality and unpredictability of the game."
4549902,4567810,"Too big a hit from Wallace.It's the consistency of the hitting from Wallace and from Luca Raleigh, and of course we talked about Yoendi Layal.I mean, not been too many unforced errors from that gang of three this afternoon.Ayres have been very limited.Layal, Wallace, Luca Raleigh.",0.2984666666666667,"Wallace hits a big shot, showcasing his consistent hitting along with Luca Raleigh and Yoendi Layal, who haven't made many unforced errors throughout the game. Ayres has been largely shut down by this trio's efforts."
4584682,4604108,"Takahashi tries to be clever.It's the right idea.Oh, Luccarelli improvising something there and then it's all gone wrong for Ishikawa.Luccarelli trying to run a quick attack there.He's seen Lucas do it for so long you wanted to get in on that action when Flavio wasn't there with the misconnection.",0.3237666666666666,"Takahashi attempted a clever play, which was a good idea, but it backfired when Luccarelli improvised and everything went wrong for Ishikawa, resulting in a mistake."
4604982,4631682,"You know, it's good to see Japan smiling and seeing the funny side.This actually sets up a huge third match for them in the pool phase against Cuba.I mean, they've got to get something out of that, or they could face elimination.Yeah, a nice little push there from Ran Takahashi.",0.445,"Japan's team morale improved after a lighthearted moment on the court, which sets up a crucial match against Cuba in the pool phase. A win is necessary to avoid elimination, making this game a must-have for Japan. In the meantime, Ran Takahashi made a positive impact with his play."
4642715,4663365,That's crashing it down there wasn't it Flavio?You know maybe falling two sets behind a Cuban is exactly what this Brazil squad needed.You know they came in after and by their stands that indifferent volleyball nation's league they fall two down and everyone starts looking at them and I think they looked at themselves and said no no no we're better than this.But since then they've just been inspired.,0.3441666666666666,"Brazil fell behind Cuba, losing two sets, but it seemed to be a wake-up call for the team as they regrouped and refocused. The squad's indifferent performance in their domestic league may have contributed to their turnaround, with players reevaluating their game and motivated to prove themselves better than their current form."
4663425,4690244,"Character moment for sure and perhaps it's carried over into this match.I mean this is going to be a statement victory for them thatEverybody else in the world championships is going to take note of.Darlan.We know what he can do from the service line.It's another beauty.Ran Takahashi picks it up, but when you're setting from there, you're asking for trouble, and sure enough, there is very little chance for Takahashi there as Miara was setting all the way back to our commentary position there.",0.4469833333333333,"Brazil has had a character-building moment that has carried over into this match, with a statement victory that will send a message to other teams at the World Championships. Darlan's service game is impressive, and he adds another beauty to his tally. The opposing team's Ran Takahashi attempts to pick it up, but the pressure from the serve leaves him little chance of success as Miara sets the ball all the way back to the opposite side of the court."
4691186,4711089,"It's impossible.Very compromised situation for Japan.Setting the ball from that far off the court.This is some weapon to bring off the bench.This really is.I'll tell you, Darlan.Darlan's bringing it when he serves.There goes another one in it.This is devastating.Absolutely devastating.",0.3317166666666666,"Japan was left with a difficult situation after a long pass, forcing them to set the ball from far off the court. However, Darlan brought out his powerful serve, which proved devastating for Japan, as he continued to deliver accurate and strong serves, putting pressure on the Japanese team."
4711970,4731766,"Wow, what a serve.Oh, that had everything.Fly, spin, power, direction.Tomio Miro Yamamoto could not deal with it at all, and there wouldn't have been many players in the world who could.",0.3299333333333333,"Tomio Miro Yamamoto was unable to handle the serve due to its exceptional qualities, featuring flight, spin, power, and direction, making it extremely difficult for him to return."
4733487,4755491,"Darlan looking for another big one.That's way too big.But hey, that's job done.That's another really good cameo.Yeah, he gets the other boys on the bench.And Brazil, three points from wrapping this thing up.",0.3667333333333333,"After a powerful serve, Darlan is seeking to make another significant play, but it falls short of being a big one. Instead, he successfully completes his task and has a positive impact on the game, also motivating his teammates off the bench. Meanwhile, Brazil is close to securing the win with three points separating them from victory."
4755511,4778613,"Takahashi.Picked up by Leal.Lukarelli.No, that's nice.From Ran Takahashi, Ishikawa.No, that's picked up by Yoandil Leal.And then they block him, but the block goes out.So Wallace will claim himself another winner.Miara was certainly there, one of a gang of three from Japan, and they could not keep it in play.",0.3850333333333333,"Ran Takahashi spiked the ball to Ishikawa, who then had it picked up by Yoandil Leal. The Japanese player attempted to block Leal's hit, but the block went out of bounds, allowing Wallace to score another point for Brazil. Meanwhile, Miara was part of a three-player effort from Japan that tried to keep the ball in play, but ultimately failed."
4778713,4800035,"And Brazil,Moved to within two points.Fernando serving at 23-14.What a professional job.Renan Balzotto's squad have performed this afternoon.",0.3553666666666666,"Brazil moved to within two points of winning, with Fernando serving at 23-14; Renan Balzotto's team had a professional performance throughout the match, performing well in the afternoon game."
4802878,4824809,"It was a match you thought potentially could have been fraught with danger for Brazil.and they've turned it into a comfortable straight sets victory.You can't even say Japan have played particularly badly, but Brazil have really brought it today.And so Yamachi with a little flash of defiance.",0.3655166666666666,"Brazil maintained their momentum and wrapped up the match in straight sets, turning a potentially close game into a comfortable win. While Japan didn't play poorly, Brazil's performance was impressive, and they ultimately emerged victorious. The only glimmer of hope for Japan came when Yamachi showed some determination."
4827532,4848282,"Well, that's all it is.Gavacci with serve.Thales picks that up.And that's another one for Wallace.",0.3458333333333333,"Thales picked up Gavacci's serve and Thales then passed to Wallace, who received another successful pass in Brazil's victory."
4849264,4873171,"And that brings up an awful lot of match points.The longer it's gone on, there is a chasm has opened up between these two teams.The Japan are staring down the barrel of a pretty comprehensive straight sets defeat here.",0.39845,"The Japanese team is facing a potential straight-sets loss as they struggle to keep up with their opponents, accumulating many match points in the process, which suggests a significant gap in performance between the two teams."
4875814,4894813,"Lukarelli.Sekita manages to set up Miara, and he's found himself a winner there.Oh, Kento Miara.Forcing Lukarelli to make a decision here.Does he leave it?Does he go for it?And he decided to go for it.",0.31665,"Miara received a winning setup from Sekita, securing a point for Japan. This crucial moment forced Lukarelli to decide whether to pass or attack, and he chose to take the risk by going for it."
4896008,4907571,That delays the moment.Miara will be lining up to serve once we've got the moisture cleaned off the floor.,0.1927166666666666,"After forcing Lukarelli to make a decision, Kento Miara is now preparing to serve with the issue of excess moisture on the court resolved."
4928054,4940140,"Yara serves Thales, that could be an overpass.Fernando has somehow rescued it one-handed and Lucas puts it away and that point right there sums up Brazil's quality.",0.2014333333333333,"Brazil's Yara served to Thales, but Fernando made a spectacular one-handed save on what looked like an overpass, and Lucas capitalized on the opportunity by putting the ball away for a crucial point, showcasing Brazil's impressive team play and athleticism."
